time,proc1,proc2,proc3
1447610868.215775,1.0,2.5,0.3978675221703516
1447610868.236051,1.0,2.5,0.502974146061834
1447610868.256945,1.0,2.5,0.6028254387587423
1447610868.277812,1.0,2.5,0.6976841668208051
1447610868.298149,1.0,2.5,0.7877999584797648
1447610868.318968,1.0,2.5,0.8734099605557766
1447610868.339811,1.0,2.5,0.9547394625279878
1447610868.360683,1.0,2.5,1.0320024894015885
1447610868.381599,1.0,2.5,1.105402364931509
1447610868.402529,1.0,2.5,1.1751322466849337
1447610868.423521,1.0,2.5,1.241375634350687
1447610868.443741,1.0,2.5,1.3043068526331525
1447610868.464406,1.0,2.5,1.364091510001495
1447610868.485525,1.0,2.5,1.4208869345014201
1447610868.505678,1.0,2.5,1.4748425877763491
1447610868.526758,1.0,2.5,1.5261004583875315
1447610868.547596,1.0,2.5,1.574795435468155
1447610868.568526,1.0,2.5,1.6210556636947473
1447610868.589214,1.0,2.5,1.6650028805100099
1447610868.610552,1.0,2.5,1.7067527364845094
1447610868.631337,1.0,2.5,1.7464150996602839
1447610868.652389,1.0,2.5,1.78409434467727
1447610868.672645,1.0,2.5,1.8198896274434062
1447610868.693307,1.0,2.5,1.8538951460712358
1447610868.71358,1.0,2.5,1.886200388767674
1447610868.734665,1.0,2.5,1.91689036932929
1447610868.755689,1.0,2.5,1.9460458508628258
1447610868.775917,1.0,2.5,1.9737435583196845
1447610868.796068,1.0,2.5,2.0000563804037004
1447610868.816773,1.0,2.5,2.0250535613835154
1447610868.837858,1.0,2.5,2.04880088331434
1447610868.858787,1.0,2.5,2.071360839148623
1447610868.879704,1.0,2.5,2.0927927971911915
1447610868.899973,-1.0,-2.5,1.863153157331632
1447610868.921023,-1.0,-2.5,1.6449954994650504
1447610868.941677,-1.0,-2.5,1.437745724491798
1447610868.962143,-1.0,-2.5,1.240858438267208
1447610868.982288,-1.0,-2.5,1.0538155163538476
1447610869.003317,-1.0,-2.5,0.8761247405361553
1447610869.024131,-1.0,-2.5,0.7073185035093476
1447610869.045097,-1.0,-2.5,0.5469525783338802
1447610869.066019,-1.0,-2.5,0.3946049494171862
1447610869.086973,-1.0,-2.5,0.2498747019463269
1447610869.107245,-1.0,-2.5,0.11238096684901056
1447610869.128392,-1.0,-2.5,-0.018238081493439973
1447610869.149302,-1.0,-2.5,-0.142326177418768
1447610869.170417,-1.0,-2.5,-0.2602098685478296
1447610869.191512,-1.0,-2.5,-0.3721993751204381
1447610869.211644,-1.0,-2.5,-0.47858940636441616
1447610869.232676,-1.0,-2.5,-0.5796599360461954
1447610869.253569,-1.0,-2.5,-0.6756769392438856
1447610869.274661,-1.0,-2.5,-0.7668930922816913
1447610869.295574,-1.0,-2.5,-0.8535484376676067
1447610869.316337,-1.0,-2.5,-0.9358710157842264
1447610869.336737,-1.0,-2.5,-1.014077464995015
1447610869.357181,-1.0,-2.5,-1.0883735917452644
1447610869.377963,-1.0,-2.5,-1.1589549121580012
1447610869.398763,-1.0,-2.5,-1.2260071665501011
1447610869.419039,-1.0,-2.5,-1.289706808222596
1447610869.440032,-1.0,-2.5,-1.3502214678114661
1447610869.460895,-1.0,-2.5,-1.4077103944208929
1447610869.481448,-1.0,-2.5,-1.4623248746998483
1447610869.502244,-1.0,-2.5,-1.514208630964856
1447610869.52325,-1.0,-2.5,-1.563498199416613
1447610869.543871,-1.0,-2.5,-1.6103232894457826
1447610869.564545,-1.0,-2.5,-1.6548071249734935
1447610869.584699,-1.0,-2.5,-1.6970667687248189
1447610869.605758,-1.0,-2.5,-1.737213430288578
1447610869.626431,-1.0,-2.5,-1.775352758774149
1447610869.647052,-1.0,-2.5,-1.8115851208354417
1447610869.667863,-1.0,-2.5,-1.8460058647936695
1447610869.688069,-1.0,-2.5,-1.878705571553986
1447610869.708662,-1.0,-2.5,-1.9097702929762868
1447610869.729623,-1.0,-2.5,-1.9392817783274723
1447610869.75065,-1.0,-2.5,-1.9673176894110989
1447610869.771551,-1.0,-2.5,-1.993951804940544
1447610869.792151,-1.0,-2.5,-2.019254214693517
1447610869.812717,-1.0,-2.5,-2.043291503958841
1447610869.833726,-1.0,-2.5,-2.066126928760899
1447610869.85465,-1.0,-2.5,-2.087820582322854
1447610869.874924,-1.0,-2.5,-2.108429553206711
1447610869.896027,1.0,2.5,-1.8780080755463757
1447610869.917003,1.0,2.5,-1.659107671769057
1447610869.93775,1.0,2.5,-1.451152288180604
1447610869.95885,1.0,2.5,-1.2535946737715737
1447610869.979467,1.0,2.5,-1.065914940082995
1447610870.000088,1.0,2.5,-0.8876191930788453
1447610870.021056,1.0,2.5,-0.7182382334249031
1447610870.042209,1.0,2.5,-0.5573263217536579
1447610870.062652,1.0,2.5,-0.40446000566597506
1447610870.083733,1.0,2.5,-0.25923700538267636
1447610870.104637,1.0,2.5,-0.12127515511354252
1447610870.125268,1.0,2.5,0.009788602642134613
1447610870.145413,1.0,2.5,0.13429917251002788
1447610870.165697,1.0,2.5,0.2525842138845265
1447610870.186595,1.0,2.5,0.36495500319030016
1447610870.206813,1.0,2.5,0.4717072530307852
1447610870.227747,1.0,2.5,0.573121890379246
1447610870.248758,1.0,2.5,0.6694657958602837
1447610870.269602,1.0,2.5,0.7609925060672695
1447610870.29052,1.0,2.5,0.847942880763906
1447610870.310964,1.0,2.5,0.9305457367257107
1447610870.331884,1.0,2.5,1.009018449889425
1447610870.352811,1.0,2.5,1.0835675273949537
1447610870.373746,1.0,2.5,1.154389151025206
1447610870.394671,1.0,2.5,1.2216696934739457
1447610870.415,1.0,2.5,1.2855862088002483
1447610870.435947,1.0,2.5,1.3463068983602358
1447610870.456251,1.0,2.5,1.403991553442224
1447610870.476501,1.0,2.5,1.4587919757701129
1447610870.496772,1.0,2.5,1.5108523769816071
1447610870.517658,1.0,2.5,1.5603097581325267
1447610870.538436,1.0,2.5,1.6072942702259005
1447610870.559327,1.0,2.5,1.6519295567146055
1447610870.579463,1.0,2.5,1.6943330788788753
1447610870.599995,1.0,2.5,1.7346164249349314
1447610870.620881,1.0,2.5,1.7728856036881848
1447610870.641365,1.0,2.5,1.8092413235037756
1447610870.662438,1.0,2.5,1.843779257328587
1447610870.6834,1.0,2.5,1.8765902944621575
1447610870.704498,1.0,2.5,1.9077607797390495
1447610870.725289,1.0,2.5,1.937372740752097
1447610870.745571,1.0,2.5,1.9655041037144922
1447610870.766634,1.0,2.5,1.9922288985287675
1447610870.787222,1.0,2.5,2.0176174536023295
1447610870.808141,1.0,2.5,2.0417365809222128
1447610870.828295,1.0,2.5,2.064649751876102
1447610870.848573,1.0,2.5,2.086417264282297
1447610870.869482,1.0,2.5,2.107096401068182
1447610870.89002,1.0,2.5,2.1267415810147727
1447610870.910181,-1.0,-2.5,1.895404501964034
1447610870.930683,-1.0,-2.5,1.675634276865832
1447610870.951169,-1.0,-2.5,1.4668525630225404
1447610870.972661,-1.0,-2.5,1.2685099348714135
1447610870.993144,-1.0,-2.5,1.080084438127843
1447610871.01407,-1.0,-2.5,0.9010802162214508
1447610871.034817,-1.0,-2.5,0.7310262054103782
1447610871.055435,-1.0,-2.5,0.5694748951398594
1447610871.076904,-1.0,-2.5,0.4160011503828664
1447610871.097917,-1.0,-2.5,0.27020109286372307
1447610871.11853,-1.0,-2.5,0.1316910382205369
1447610871.139495,-1.0,-2.5,0.00010648630951006765
1447610871.160573,-1.0,-2.5,-0.12489883800596543
1447610871.181671,-1.0,-2.5,-0.24365389610566718
1447610871.202729,-1.0,-2.5,-0.3564712013003838
1447610871.223724,-1.0,-2.5,-0.4636476412353646
1447610871.244823,-1.0,-2.5,-0.5654652591735964
1447610871.265721,-1.0,-2.5,-0.6621919962149165
1447610871.285923,-1.0,-2.5,-0.7540823964041707
1447610871.30689,-1.0,-2.5,-0.8413782765839622
1447610871.327764,-1.0,-2.5,-0.924309362754764
1447610871.34887,-1.0,-2.5,-1.003093894617026
1447610871.369814,-1.0,-2.5,-1.0779391998861747
1447610871.390924,-1.0,-2.5,-1.149042239891866
1447610871.411124,-1.0,-2.5,-1.2165901278972728
1447610871.432325,-1.0,-2.5,-1.2807606215024092
1447610871.453349,-1.0,-2.5,-1.3417225904272887
1447610871.473649,-1.0,-2.5,-1.3996364609059242
1447610871.494408,-1.0,-2.5,-1.454654637860628
1447610871.5155,-1.0,-2.5,-1.5069219059675967
1447610871.53568,-1.0,-2.5,-1.556575810669217
1447610871.556437,-1.0,-2.5,-1.603747020135756
1447610871.576795,-1.0,-2.5,-1.6485596691289683
1447610871.597634,-1.0,-2.5,-1.69113168567252
1447610871.618707,-1.0,-2.5,-1.7315751013888943
1447610871.64219,-1.0,-2.5,-1.7699963463194497
1447610871.662706,-1.0,-2.5,-1.8064965290034771
1447610871.682915,-1.0,-2.5,-1.8411717025533032
1447610871.70393,-1.0,-2.5,-1.874113117425638
1447610871.724783,-1.0,-2.5,-1.9054074615543564
1447610871.745461,-1.0,-2.5,-1.9351370884766386
1447610871.765856,-1.0,-2.5,-1.9633802340528068
1447610871.786899,-1.0,-2.5,-1.9902112223501665
1447610871.807792,-1.0,-2.5,-2.015700661232658
1447610871.827943,-1.0,-2.5,-2.0399156281710247
1447610871.849062,-1.0,-2.5,-2.0629198467624734
1447610871.869602,-1.0,-2.5,-2.0847738544243497
1447610871.890757,-1.0,-2.5,-2.1055351617031324
1447610871.911363,1.0,2.5,-1.8752584036179758
1447610871.932486,1.0,2.5,-1.656495483437077
1447610871.952951,1.0,2.5,-1.4486707092652231
1447610871.97309,1.0,2.5,-1.251237173801962
1447610871.993335,1.0,2.5,-1.063675315111864
1447610872.01412,1.0,2.5,-0.885491549356271
1447610872.034577,1.0,2.5,-0.7162169718884573
1447610872.055349,1.0,2.5,-0.5554061232940345
1447610872.076468,1.0,2.5,-0.40263581712933283
1447610872.097621,1.0,2.5,-0.25750402627286617
1447610872.118544,1.0,2.5,-0.11962882495922286
1447610872.139508,1.0,2.5,0.01135261628873827
1447610872.160253,1.0,2.5,0.13578498547430135
1447610872.18133,1.0,2.5,0.2539957362005863
1447610872.202359,1.0,2.5,0.366295949390557
1447610872.222989,1.0,2.5,0.47298115192102913
1447610872.243993,1.0,2.5,0.5743320943249777
1447610872.264862,1.0,2.5,0.6706154896087287
1447610872.285577,1.0,2.5,0.7620847151282923
1447610872.306338,1.0,2.5,0.8489804793718777
1447610872.326989,1.0,2.5,0.9315314554032839
1447610872.348127,1.0,2.5,1.0099548826331195
1447610872.369024,1.0,2.5,1.0844571385014636
1447610872.390093,1.0,2.5,1.1552342815763903
1447610872.410449,1.0,2.5,1.222472567497571
1447610872.431405,1.0,2.5,1.2863489391226923
1447610872.452447,1.0,2.5,1.3470314921665578
1447610872.473568,1.0,2.5,1.4046799175582299
1447610872.494209,1.0,2.5,1.4594459216803184
1447610872.514627,1.0,2.5,1.5114736255963024
1447610872.53488,1.0,2.5,1.5608999443164873
1447610872.555668,1.0,2.5,1.607854947100663
1447610872.576479,1.0,2.5,1.6524621997456297
1447610872.597403,1.0,2.5,1.6948390897583483
1447610872.61832,1.0,2.5,1.735097135270431
1447610872.638837,1.0,2.5,1.7733422785069095
1447610872.659221,1.0,2.5,1.809675164581564
1447610872.680337,1.0,2.5,1.8441914063524858
1447610872.701244,1.0,2.5,1.8769818360348616
1447610872.722326,1.0,2.5,1.9081327442331186
1447610872.743002,1.0,2.5,1.9377261070214626
1447610872.763928,1.0,2.5,1.9658398016703895
1447610872.784826,1.0,2.5,1.99254781158687
1447610872.804945,1.0,2.5,2.0179204210075268
1447610872.826046,1.0,2.5,2.0420243999571506
1447610872.846989,1.0,2.5,2.064923179959293
1447610872.868056,1.0,2.5,2.0866770209613286
1447610872.888694,1.0,2.5,2.107343169913262
1447610872.909056,-1.0,-2.5,1.8769760114175988
1447610872.930167,-1.0,-2.5,1.6581272108467189
1447610872.950457,-1.0,-2.5,1.450220850304383
1447610872.971373,-1.0,-2.5,1.2527098077891639
1447610872.992016,-1.0,-2.5,1.0650743173997057
1447610873.012527,-1.0,-2.5,0.8868206015297204
1447610873.033173,-1.0,-2.5,0.7174795714532344
1447610873.054264,-1.0,-2.5,0.5566055928805727
1447610873.074766,-1.0,-2.5,0.403775313236544
1447610873.095856,-1.0,-2.5,0.2585865475747168
1447610873.116909,-1.0,-2.5,0.12065722019598094
1447610873.137942,-1.0,-2.5,-0.01037564081381812
1447610873.158939,-1.0,-2.5,-0.1348568587731272
1447610873.179955,-1.0,-2.5,-0.25311401583447085
1447610873.200988,-1.0,-2.5,-0.36545831504274734
1447610873.221963,-1.0,-2.5,-0.47218539929061
1447610873.242212,-1.0,-2.5,-0.5735761293260795
1447610873.263089,-1.0,-2.5,-0.6698973228597755
1447610873.284202,-1.0,-2.5,-0.7614024567167867
1447610873.305078,-1.0,-2.5,-0.8483323338809473
1447610873.325965,-1.0,-2.5,-0.9309157171869
1447610873.346943,-1.0,-2.5,-1.009369931327555
1447610873.367859,-1.0,-2.5,-1.0839014347611773
1447610873.388217,-1.0,-2.5,-1.1547063630231185
1447610873.408993,-1.0,-2.5,-1.2219710448719625
1447610873.430055,-1.0,-2.5,-1.2858724926283644
1447610873.450625,-1.0,-2.5,-1.3465788679969461
1447610873.471447,-1.0,-2.5,-1.404249924597099
1447610873.491937,-1.0,-2.5,-1.459037428367244
1447610873.512258,-1.0,-2.5,-1.5110855569488817
1447610873.53312,-1.0,-2.5,-1.5605312791014376
1447610873.554065,-1.0,-2.5,-1.6075047151463657
1447610873.575181,-1.0,-2.5,-1.6521294793890475
1447610873.596076,-1.0,-2.5,-1.6945230054195952
1447610873.616221,-1.0,-2.5,-1.7347968551486155
1447610873.637284,-1.0,-2.5,-1.7730570123911846
1447610873.657509,-1.0,-2.5,-1.8094041617716254
1447610873.678587,-1.0,-2.5,-1.8439339536830441
1447610873.699557,-1.0,-2.5,-1.8767372559988922
1447610873.7204,-1.0,-2.5,-1.9079003931989476
1447610873.741325,-1.0,-2.5,-1.937505373539
1447610873.761628,-1.0,-2.5,-1.96563010486205
1447610873.782677,-1.0,-2.5,-1.9923485996189474
1447610873.803683,-1.0,-2.5,-2.017731169638
1447610873.824531,-1.0,-2.5,-2.0418446111561
1447610873.844742,-1.0,-2.5,-2.0647523805982955
1447610873.865735,-1.0,-2.5,-2.0865147615683806
1447610873.886635,-1.0,-2.5,-2.1071890234899615
1447610873.90755,1.0,2.5,-1.8768295723154633
1447610873.928465,1.0,2.5,-1.65798809369969
1447610873.948585,1.0,2.5,-1.4500886890147056
1447610873.969653,1.0,2.5,-1.2525842545639703
1447610873.990135,1.0,2.5,-1.0649550418357718
1447610874.01031,1.0,2.5,-0.8867072897439833
1447610874.030608,1.0,2.5,-0.7173719252567841
1447610874.051443,1.0,2.5,-0.5565033289939448
1447610874.072365,1.0,2.5,-0.4036781625442476
1447610874.09339,1.0,2.5,-0.2584942544170352
1447610874.114464,1.0,2.5,-0.12056954169618343
1447610874.134992,1.0,2.5,0.010458935388625745
1447610874.155771,1.0,2.5,0.13493598861919445
1447610874.176609,1.0,2.5,0.25318918918823474
1447610874.196884,1.0,2.5,0.365529729728823
1447610874.217969,1.0,2.5,0.4722532432423819
1447610874.23893,1.0,2.5,0.5736405810802628
1447610874.259913,1.0,2.5,0.6699585520262497
1447610874.280962,1.0,2.5,0.7614606244249372
1447610874.301547,1.0,2.5,0.8483875932036904
1447610874.322006,1.0,2.5,0.9309682135435059
1447610874.342949,1.0,2.5,1.0094198028663306
1447610874.364028,1.0,2.5,1.0839488127230141
1447610874.385059,1.0,2.5,1.1547513720868634
1447610874.406013,1.0,2.5,1.2220138034825203
1447610874.426388,1.0,2.5,1.2859131133083943
1447610874.447456,1.0,2.5,1.3466174576429746
1447610874.467685,1.0,2.5,1.404286584760826
1447610874.487909,1.0,2.5,1.4590722555227846
1447610874.508285,1.0,2.5,1.5111186427466454
1447610874.529175,1.0,2.5,1.5605627106093132
1447610874.549782,1.0,2.5,1.6075345750788474
1447610874.570776,1.0,2.5,1.652157846324905
1447610874.590994,1.0,2.5,1.6945499540086597
1447610874.611208,1.0,2.5,1.7348224563082268
1447610874.631335,1.0,2.5,1.7730813334928155
1447610874.652484,1.0,2.5,1.8094272668181748
1447610874.673457,1.0,2.5,1.8439559034772661
1447610874.69363,1.0,2.5,1.8767581083034028
1447610874.714258,1.0,2.5,1.9079202028882327
1447610874.734476,1.0,2.5,1.9375241927438211
1447610874.755704,1.0,2.5,1.96564798310663
1447610874.776827,1.0,2.5,1.9923655839512986
1447610874.797883,1.0,2.5,2.0177473047537338
1447610874.818423,1.0,2.5,2.041859939516047
1447610874.839311,1.0,2.5,2.0647669425402446
1447610874.859819,1.0,2.5,2.0865285954132324
1447610874.880466,1.0,2.5,2.107202165642571
1447610874.901391,-1.0,-2.5,1.8768420573604423
1447610874.921792,-1.0,-2.5,1.6579999544924202
1447610874.942453,-1.0,-2.5,1.4500999567677992
1447610874.963006,-1.0,-2.5,1.2525949589294094
1447610874.983772,-1.0,-2.5,1.064965210982939
1447610875.003929,-1.0,-2.5,0.8867169504337922
1447610875.024816,-1.0,-2.5,0.7173811029121027
1447610875.045552,-1.0,-2.5,0.5565120477664975
1447610875.066345,-1.0,-2.5,0.40368644537817266
1447610875.086521,-1.0,-2.5,0.258502123109264
1447610875.107617,-1.0,-2.5,0.12057701695380083
1447610875.128588,-1.0,-2.5,-0.010451833893889217
1447610875.149721,-1.0,-2.5,-0.13492924219919475
1447610875.170871,-1.0,-2.5,-0.253182780089235
