time,proc1,proc2,proc3
1447610781.229603,1.0,2.5,-0.7597459810054124
1447610781.249921,1.0,2.5,-0.43377138290487116
1447610781.270057,1.0,2.5,-0.14039424461438405
1447610781.290722,1.0,2.5,0.12364517984705437
1447610781.311089,1.0,2.5,0.3612806618623489
1447610781.331255,1.0,2.5,0.5751525956761141
1447610781.352378,1.0,2.5,0.7676373361085027
1447610781.373236,1.0,2.5,0.9408736024976523
1447610781.39413,1.0,2.5,1.096786242247887
1447610781.414672,1.0,2.5,1.2371076180230982
1447610781.435262,1.0,2.5,1.3633968562207883
1447610781.456119,1.0,2.5,1.4770571705987094
1447610781.477235,1.0,2.5,1.5793514535388384
1447610781.497585,1.0,2.5,1.6714163081849545
1447610781.518677,1.0,2.5,1.754274677366459
1447610781.539053,1.0,2.5,1.828847209629813
1447610781.559924,1.0,2.5,1.8959624886668316
1447610781.580947,1.0,2.5,1.9563662398001482
1447610781.601408,1.0,2.5,2.010729615820133
1447610781.622358,1.0,2.5,2.0596566542381196
1447610781.643285,1.0,2.5,2.1036909888143076
1447610781.663738,1.0,2.5,2.143321889932877
1447610781.684592,1.0,2.5,2.1789897009395895
1447610781.705608,1.0,2.5,2.2110907308456307
1447610781.72652,1.0,2.5,2.2399816577610676
1447610781.747033,1.0,2.5,2.2659834919849606
1447610781.767457,1.0,2.5,2.2893851427864647
1447610781.787748,1.0,2.5,2.310446628507818
1447610781.808801,1.0,2.5,2.3294019656570364
1447610781.829071,1.0,2.5,2.346461769091333
1447610781.849945,1.0,2.5,2.3618155921821997
1447610781.870782,1.0,2.5,2.37563403296398
1447610781.891834,1.0,2.5,2.388070629667582
1447610781.91293,1.0,2.5,2.3992635667008235
1447610781.933769,1.0,2.5,2.409337210030741
1447610781.953947,1.0,2.5,2.418403489027667
1447610781.975063,1.0,2.5,2.4265631401249004
1447610781.995602,1.0,2.5,2.4339068261124104
1447610782.016328,1.0,2.5,2.4405161435011693
1447610782.037127,1.0,2.5,2.4464645291510525
1447610782.058076,1.0,2.5,2.451818076235947
1447610782.079001,1.0,2.5,2.4566362686123524
1447610782.099952,1.0,2.5,2.460972641751117
1447610782.120988,1.0,2.5,2.4648753775760053
1447610782.142052,1.0,2.5,2.468387839818405
1447610782.162154,-1.0,-2.5,1.9715490558365645
1447610782.183147,-1.0,-2.5,1.524394150252908
1447610782.203489,-1.0,-2.5,1.1219547352276171
1447610782.224095,-1.0,-2.5,0.7597592617048555
1447610782.245116,-1.0,-2.5,0.43378333553437
1447610782.265506,-1.0,-2.5,0.140405001980933
1447610782.286021,-1.0,-2.5,-0.12363549821716029
1447610782.307125,-1.0,-2.5,-0.36127194839544424
1447610782.328224,-1.0,-2.5,-0.5751447535558999
1447610782.349331,-1.0,-2.5,-0.7676302782003099
1447610782.370433,-1.0,-2.5,-0.9408672503802789
1447610782.391376,-1.0,-2.5,-1.096780525342251
1447610782.411786,-1.0,-2.5,-1.2371024728080258
