time,proc1,proc2,proc3
1447610203.113135,1.0,2.5,9.046256971665328e+74
1447610203.13335,1.0,2.5,1.8092513943330656e+75
1447610203.154429,1.0,2.5,3.618502788666131e+75
1447610203.175421,1.0,2.5,7.237005577332262e+75
1447610203.196401,1.0,2.5,1.4474011154664524e+76
1447610203.217411,1.0,2.5,2.894802230932905e+76
1447610203.237548,1.0,2.5,5.78960446186581e+76
1447610203.257723,1.0,2.5,1.157920892373162e+77
1447610203.278554,1.0,2.5,2.315841784746324e+77
1447610203.299618,1.0,2.5,4.631683569492648e+77
1447610203.320476,1.0,2.5,9.263367138985296e+77
1447610203.341555,1.0,2.5,1.8526734277970591e+78
1447610203.361832,1.0,2.5,3.7053468555941183e+78
1447610203.382215,1.0,2.5,7.410693711188237e+78
1447610203.403139,1.0,2.5,1.4821387422376473e+79
1447610203.424134,1.0,2.5,2.9642774844752946e+79
1447610203.444308,1.0,2.5,5.928554968950589e+79
1447610203.465427,1.0,2.5,1.1857109937901178e+80
1447610203.485601,1.0,2.5,2.3714219875802357e+80
1447610203.506699,1.0,2.5,4.7428439751604714e+80
1447610203.527753,1.0,2.5,9.485687950320943e+80
1447610203.548729,1.0,2.5,1.8971375900641885e+81
1447610203.569788,1.0,2.5,3.794275180128377e+81
1447610203.59069,1.0,2.5,7.588550360256754e+81
1447610203.610893,1.0,2.5,1.517710072051351e+82
1447610203.631922,1.0,2.5,3.035420144102702e+82
1447610203.652357,1.0,2.5,6.070840288205404e+82
1447610203.673521,1.0,2.5,1.2141680576410807e+83
1447610203.693858,1.0,2.5,2.4283361152821613e+83
1447610203.714977,1.0,2.5,4.856672230564323e+83
1447610203.735998,1.0,2.5,9.713344461128645e+83
1447610203.756213,1.0,2.5,1.942668892225729e+84
1447610203.777125,1.0,2.5,3.885337784451458e+84
1447610203.798245,1.0,2.5,7.770675568902916e+84
1447610203.819348,1.0,2.5,1.5541351137805833e+85
1447610203.839713,1.0,2.5,3.1082702275611665e+85
1447610203.860583,1.0,2.5,6.216540455122333e+85
1447610203.881482,1.0,2.5,1.2433080910244666e+86
1447610203.901613,1.0,2.5,2.4866161820489332e+86
1447610203.922502,1.0,2.5,4.9732323640978664e+86
1447610203.942805,1.0,2.5,9.946464728195733e+86
1447610203.96385,1.0,2.5,1.9892929456391466e+87
1447610203.984239,-1.0,-2.5,-3.978585891278293e+87
1447610204.005143,-1.0,-2.5,7.957171782556586e+87
1447610204.025831,-1.0,-2.5,-1.5914343565113173e+88
1447610204.04614,-1.0,-2.5,3.1828687130226345e+88
1447610204.066799,-1.0,-2.5,-6.365737426045269e+88
1447610204.08731,-1.0,-2.5,1.2731474852090538e+89
1447610204.108418,-1.0,-2.5,-2.5462949704181076e+89
1447610204.128896,-1.0,-2.5,5.092589940836215e+89
1447610204.149962,-1.0,-2.5,-1.018517988167243e+90
1447610204.171011,-1.0,-2.5,2.037035976334486e+90
1447610204.192061,-1.0,-2.5,-4.074071952668972e+90
1447610204.213019,-1.0,-2.5,8.148143905337944e+90
1447610204.234021,-1.0,-2.5,-1.629628781067589e+91
1447610204.255044,-1.0,-2.5,3.259257562135178e+91
1447610204.275312,-1.0,-2.5,-6.518515124270356e+91
1447610204.295424,-1.0,-2.5,1.3037030248540711e+92
1447610204.315839,-1.0,-2.5,-2.6074060497081422e+92
1447610204.336766,-1.0,-2.5,5.2148120994162844e+92
1447610204.35762,-1.0,-2.5,-1.0429624198832569e+93
1447610204.377784,-1.0,-2.5,2.0859248397665138e+93
1447610204.398087,-1.0,-2.5,-4.1718496795330275e+93
1447610204.41893,-1.0,-2.5,8.343699359066055e+93
1447610204.439357,-1.0,-2.5,-1.668739871813211e+94
1447610204.459707,-1.0,-2.5,3.337479743626422e+94
1447610204.48046,-1.0,-2.5,-6.674959487252844e+94
1447610204.50062,-1.0,-2.5,1.3349918974505688e+95
1447610204.52075,-1.0,-2.5,-2.6699837949011376e+95
1447610204.541231,-1.0,-2.5,5.339967589802275e+95
1447610204.561919,-1.0,-2.5,-1.067993517960455e+96
1447610204.582404,-1.0,-2.5,2.13598703592091e+96
1447610204.603192,-1.0,-2.5,-4.27197407184182e+96
1447610204.624111,-1.0,-2.5,8.54394814368364e+96
1447610204.644795,-1.0,-2.5,-1.708789628736728e+97
1447610204.665753,-1.0,-2.5,3.417579257473456e+97
1447610204.686792,-1.0,-2.5,-6.835158514946912e+97
1447610204.707501,-1.0,-2.5,1.3670317029893825e+98
1447610204.728523,-1.0,-2.5,-2.734063405978765e+98
1447610204.748676,-1.0,-2.5,5.46812681195753e+98
1447610204.769734,-1.0,-2.5,-1.093625362391506e+99
1447610204.790833,-1.0,-2.5,2.187250724783012e+99
1447610204.81183,-1.0,-2.5,-4.374501449566024e+99
1447610204.832737,-1.0,-2.5,8.749002899132048e+99
1447610204.853802,-1.0,-2.5,-1.7498005798264095e+100
1447610204.874195,-1.0,-2.5,3.499601159652819e+100
1447610204.895045,-1.0,-2.5,-6.999202319305638e+100
1447610204.915861,-1.0,-2.5,1.3998404638611276e+101
1447610204.936832,-1.0,-2.5,-2.7996809277222553e+101
1447610204.957906,-1.0,-2.5,5.599361855444511e+101
1447610204.978978,1.0,2.5,1.1198723710889021e+102
1447610204.99988,1.0,2.5,2.2397447421778042e+102
1447610205.020933,1.0,2.5,4.4794894843556084e+102
1447610205.041606,1.0,2.5,8.958978968711217e+102
1447610205.062561,1.0,2.5,1.7917957937422434e+103
1447610205.083204,1.0,2.5,3.583591587484487e+103
1447610205.104077,1.0,2.5,7.167183174968974e+103
1447610205.125082,1.0,2.5,1.4334366349937947e+104
1447610205.145304,1.0,2.5,2.8668732699875894e+104
1447610205.165793,1.0,2.5,5.733746539975179e+104
1447610205.187008,1.0,2.5,1.1467493079950358e+105
1447610205.207982,1.0,2.5,2.2934986159900715e+105
1447610205.228891,1.0,2.5,4.586997231980143e+105
1447610205.249983,1.0,2.5,9.173994463960286e+105
1447610205.271047,1.0,2.5,1.8347988927920572e+106
1447610205.292079,1.0,2.5,3.6695977855841144e+106
1447610205.313008,1.0,2.5,7.339195571168229e+106
1447610205.334043,1.0,2.5,1.4678391142336458e+107
1447610205.355118,1.0,2.5,2.9356782284672915e+107
1447610205.376126,1.0,2.5,5.871356456934583e+107
1447610205.396846,1.0,2.5,1.1742712913869166e+108
1447610205.417948,1.0,2.5,2.3485425827738332e+108
1447610205.438824,1.0,2.5,4.6970851655476665e+108
1447610205.459632,1.0,2.5,9.394170331095333e+108
1447610205.480543,1.0,2.5,1.8788340662190666e+109
1447610205.5009,1.0,2.5,3.757668132438133e+109
1447610205.521643,1.0,2.5,7.515336264876266e+109
1447610205.542834,1.0,2.5,1.5030672529752533e+110
1447610205.563038,1.0,2.5,3.0061345059505065e+110
1447610205.583698,1.0,2.5,6.012269011901013e+110
1447610205.60459,1.0,2.5,1.2024538023802026e+111
1447610205.625113,1.0,2.5,2.4049076047604052e+111
1447610205.645781,1.0,2.5,4.8098152095208105e+111
1447610205.666889,1.0,2.5,9.619630419041621e+111
1447610205.687101,1.0,2.5,1.9239260838083242e+112
1447610205.707722,1.0,2.5,3.8478521676166484e+112
1447610205.728157,1.0,2.5,7.695704335233297e+112
1447610205.749268,1.0,2.5,1.5391408670466593e+113
1447610205.770339,1.0,2.5,3.078281734093319e+113
1447610205.791222,1.0,2.5,6.156563468186638e+113
1447610205.81228,1.0,2.5,1.2313126936373275e+114
1447610205.83286,1.0,2.5,2.462625387274655e+114
1447610205.853392,1.0,2.5,4.92525077454931e+114
1447610205.876011,1.0,2.5,9.85050154909862e+114
1447610205.896816,1.0,2.5,1.970100309819724e+115
1447610205.917337,1.0,2.5,3.940200619639448e+115
1447610205.937743,1.0,2.5,7.880401239278896e+115
1447610205.957919,1.0,2.5,1.5760802478557792e+116
1447610205.978986,-1.0,2.5,3.1521604957115583e+116
1447610205.999916,-1.0,-2.5,-6.304320991423117e+116
1447610206.020941,-1.0,-2.5,1.2608641982846233e+117
1447610206.042025,-1.0,-2.5,-2.5217283965692467e+117
1447610206.06301,-1.0,-2.5,5.0434567931384933e+117
1447610206.084173,-1.0,-2.5,-1.0086913586276987e+118
1447610206.10522,-1.0,-2.5,2.0173827172553973e+118
1447610206.125506,-1.0,-2.5,-4.034765434510795e+118
1447610206.146435,-1.0,-2.5,8.06953086902159e+118
1447610206.166898,-1.0,-2.5,-1.613906173804318e+119
1447610206.187973,-1.0,-2.5,3.227812347608636e+119
1447610206.208895,-1.0,-2.5,-6.455624695217272e+119
1447610206.229115,-1.0,-2.5,1.2911249390434543e+120
1447610206.249739,-1.0,-2.5,-2.5822498780869086e+120
1447610206.270332,-1.0,-2.5,5.164499756173817e+120
